ft_id,account_id,period_id,tax_type_cd,ft_type_cd,amount,currency_cd,ft_date,status
FT0000293,ACCT0014,PER202205,PAYE,PAY,-128456.74,KES,2022-06-14,FROZEN
FT0000294,ACCT0014,PER202205,PAYE,PEN,26510.95,KES,2022-06-21,FROZEN
FT0000295,ACCT0014,PER202209,PAYE,BILL,277910.94,KES,2022-09-01,FROZEN
FT0000296,ACCT0014,PER202306,PAYE,BILL,209837.72,KES,2023-06-01,FROZEN
FT0000297,ACCT0014,PER202309,PAYE,BILL,159711.43,KES,2023-09-01,FROZEN
FT0000298,ACCT0014,PER202309,PAYE,PAY,-104281.0,KES,2023-09-10,FROZEN
FT0000299,ACCT0014,PER202401,PAYE,BILL,50156.27,KES,2024-01-01,FROZEN
FT0000300,ACCT0014,PER202401,PAYE,PAY,-38074.92,KES,2024-02-17,FROZEN
FT0000301,ACCT0014,PER202308,PAYE,BILL,280403.51,KES,2023-08-01,FROZEN
FT0000302,ACCT0014,PER202308,PAYE,PAY,-234684.24,KES,2023-08-22,FROZEN
FT0000303,ACCT0014,PER202305,PAYE,BILL,437435.65,KES,2023-05-01,FROZEN
FT0000304,ACCT0014,PER202210,PAYE,BILL,30465.81,KES,2022-10-01,FROZEN
FT0000305,ACCT0014,PER202210,PAYE,PAY,-20944.31,KES,2022-10-07,FROZEN
FT0000306,ACCT0015,PER202407,CIT,BILL,280586.18,KES,2024-07-01,FROZEN
FT0000307,ACCT0015,PER202407,CIT,PAY,-251040.1,KES,2024-08-14,FROZEN
FT0000308,ACCT0015,PER202303,CIT,BILL,352835.89,KES,2023-03-01,FROZEN
FT0000309,ACCT0015,PER202303,CIT,PAY,-248359.35,KES,2023-03-01,FROZEN
FT0000310,ACCT0015,PER202303,CIT,PEN,22696.22,KES,2023-04-21,FROZEN
FT0000311,ACCT0015,PER202207,CIT,BILL,39444.78,KES,2022-07-01,FROZEN
FT0000312,ACCT0015,PER202207,CIT,ADJ,240.48,KES,2022-07-31,FROZEN
FT0000313,ACCT0015,PER202311,CIT,BILL,191216.23,KES,2023-11-01,FROZEN
FT0000314,ACCT0015,PER202311,CIT,PAY,-113667.64,KES,2023-11-20,FROZEN
FT0000315,ACCT0015,PER202312,CIT,BILL,285958.81,KES,2023-12-01,FROZEN
FT0000316,ACCT0015,PER202312,CIT,PAY,-152005.78,KES,2023-12-11,FROZEN
FT0000317,ACCT0015,PER202312,CIT,ADJ,-23930.09,KES,2023-12-31,FROZEN
FT0000318,ACCT0015,PER202204,CIT,BILL,224340.92,KES,2022-04-01,FROZEN
FT0000319,ACCT0015,PER202204,CIT,PAY,-193885.65,KES,2022-04-27,FROZEN
FT0000320,ACCT0015,PER202401,CIT,BILL,61339.67,KES,2024-01-01,FROZEN
FT0000321,ACCT0015,PER202401,CIT,PAY,-41094.38,KES,2024-02-13,FROZEN
FT0000322,ACCT0015,PER202209,CIT,BILL,157667.6,KES,2022-09-01,FROZEN
FT0000323,ACCT0015,PER202209,CIT,PAY,-171962.91,KES,2022-09-04,FROZEN
FT0000324,ACCT0015,PER202209,CIT,PEN,12635.79,KES,2022-10-21,FROZEN
FT0000325,ACCT0015,PER202307,CIT,BILL,72931.23,KES,2023-07-01,FROZEN
FT0000326,ACCT0015,PER202307,CIT,PAY,-50823.84,KES,2023-07-01,FROZEN
FT0000327,ACCT0015,PER202208,CIT,BILL,68946.92,KES,2022-08-01,FROZEN
FT0000328,ACCT0015,PER202208,CIT,PAY,-43992.72,KES,2022-09-05,FROZEN
FT0000329,ACCT0015,PER202402,CIT,BILL,40677.37,KES,2024-02-01,FROZEN
FT0000330,ACCT0015,PER202402,CIT,PEN,2110.1,KES,2024-03-21,FROZEN
FT0000331,ACCT0015,PER202302,CIT,BILL,431744.46,KES,2023-02-01,FROZEN
FT0000332,ACCT0015,PER202302,CIT,PAY,-364409.51,KES,2023-03-18,FROZEN
FT0000333,ACCT0015,PER202306,CIT,BILL,205490.99,KES,2023-06-01,FROZEN
FT0000334,ACCT0015,PER202306,CIT,PEN,29747.17,KES,2023-07-21,FROZEN
FT0000335,ACCT0015,PER202308,CIT,BILL,346356.97,KES,2023-08-01,FROZEN
FT0000336,ACCT0015,PER202308,CIT,PAY,-263933.39,KES,2023-08-07,FROZEN
FT0000337,ACCT0015,PER202409,CIT,BILL,264361.46,KES,2024-09-01,FROZEN
FT0000338,ACCT0015,PER202409,CIT,PAY,-181395.51,KES,2024-09-22,FROZEN
FT0000339,ACCT0015,PER202309,CIT,BILL,42807.79,KES,2023-09-01,FROZEN
FT0000340,ACCT0015,PER202309,CIT,PAY,-35032.31,KES,2023-09-13,FROZEN
FT0000341,ACCT0016,PER202210,CIT,BILL,378450.68,KES,2022-10-01,FROZEN
FT0000342,ACCT0016,PER202304,CIT,BILL,284423.43,KES,2023-04-01,FROZEN
FT0000343,ACCT0016,PER202304,CIT,PAY,-248788.89,KES,2023-05-11,FROZEN
FT0000344,ACCT0016,PER202207,CIT,BILL,237115.94,KES,2022-07-01,FROZEN
FT0000345,ACCT0016,PER202207,CIT,PAY,-231851.45,KES,2022-08-07,FROZEN
FT0000346,ACCT0016,PER202207,CIT,PEN,23885.56,KES,2022-08-21,FROZEN
FT0000347,ACCT0016,PER202412,CIT,BILL,228697.36,KES,2024-12-01,FROZEN
FT0000348,ACCT0016,PER202412,CIT,PAY,-228472.77,KES,2024-12-05,FROZEN
FT0000349,ACCT0016,PER202305,CIT,BILL,49696.77,KES,2023-05-01,FROZEN
FT0000350,ACCT0016,PER202305,CIT,PAY,-36312.91,KES,2023-06-07,FROZEN
FT0000351,ACCT0016,PER202410,CIT,BILL,448459.0,KES,2024-10-01,FROZEN
FT0000352,ACCT0016,PER202410,CIT,PAY,-442131.04,KES,2024-11-11,FROZEN
FT0000353,ACCT0016,PER202410,CIT,PEN,49554.98,KES,2024-11-21,FROZEN
FT0000354,ACCT0016,PER202206,CIT,BILL,479072.57,KES,2022-06-01,FROZEN
FT0000355,ACCT0016,PER202206,CIT,PAY,-472643.46,KES,2022-06-22,FROZEN
FT0000356,ACCT0016,PER202206,CIT,ADJ,14001.1,KES,2022-06-30,FROZEN
FT0000357,ACCT0016,PER202308,CIT,BILL,24375.35,KES,2023-08-01,FROZEN
FT0000358,ACCT0016,PER202205,CIT,BILL,306853.68,KES,2022-05-01,FROZEN
FT0000359,ACCT0016,PER202205,CIT,PAY,-322430.21,KES,2022-05-25,FROZEN
FT0000360,ACCT0016,PER202401,CIT,BILL,300953.5,KES,2024-01-01,FROZEN
FT0000361,ACCT0016,PER202401,CIT,ADJ,-24406.97,KES,2024-01-31,FROZEN
FT0000362,ACCT0016,PER202403,CIT,BILL,340797.78,KES,2024-03-01,FROZEN
FT0000363,ACCT0016,PER202403,CIT,PAY,-318386.98,KES,2024-04-12,FROZEN
FT0000364,ACCT0016,PER202309,CIT,BILL,79434.8,KES,2023-09-01,FROZEN
FT0000365,ACCT0016,PER202309,CIT,PAY,-71345.74,KES,2023-09-23,FROZEN
FT0000366,ACCT0016,PER202203,CIT,BILL,332756.9,KES,2022-03-01,FROZEN
FT0000367,ACCT0016,PER202203,CIT,PAY,-307900.1,KES,2022-03-06,FROZEN
FT0000368,ACCT0016,PER202406,CIT,BILL,396872.67,KES,2024-06-01,FROZEN
FT0000369,ACCT0016,PER202402,CIT,BILL,370693.46,KES,2024-02-01,FROZEN
FT0000370,ACCT0016,PER202402,CIT,PAY,-302425.07,KES,2024-03-13,FROZEN
FT0000371,ACCT0016,PER202411,CIT,BILL,14024.12,KES,2024-11-01,FROZEN
FT0000372,ACCT0016,PER202411,CIT,PAY,-15015.65,KES,2024-11-22,FROZEN
FT0000373,ACCT0016,PER202303,CIT,BILL,117138.81,KES,2023-03-01,FROZEN
FT0000374,ACCT0016,PER202303,CIT,PAY,-63992.82,KES,2023-04-20,FROZEN
FT0000375,ACCT0016,PER202303,CIT,PEN,14886.88,KES,2023-04-21,FROZEN
FT0000376,ACCT0017,PER202203,VAT,BILL,26627.75,KES,2022-03-01,FROZEN
FT0000377,ACCT0017,PER202203,VAT,PAY,-24810.44,KES,2022-03-29,FROZEN
FT0000378,ACCT0017,PER202310,VAT,BILL,392981.18,KES,2023-10-01,FROZEN
FT0000379,ACCT0017,PER202310,VAT,PAY,-252883.82,KES,2023-11-21,FROZEN
FT0000380,ACCT0017,PER202209,VAT,BILL,101038.01,KES,2022-09-01,FROZEN
FT0000381,ACCT0017,PER202209,VAT,PAY,-85099.43,KES,2022-09-29,FROZEN
FT0000382,ACCT0017,PER202401,VAT,BILL,194026.85,KES,2024-01-01,FROZEN
FT0000383,ACCT0017,PER202401,VAT,PAY,-209502.6,KES,2024-01-13,FROZEN
FT0000384,ACCT0017,PER202210,VAT,BILL,128751.59,KES,2022-10-01,FROZEN
FT0000385,ACCT0017,PER202210,VAT,PAY,-131902.16,KES,2022-11-05,FROZEN
FT0000386,ACCT0017,PER202206,VAT,BILL,260375.15,KES,2022-06-01,FROZEN
FT0000387,ACCT0017,PER202206,VAT,PAY,-143290.97,KES,2022-06-11,FROZEN
FT0000388,ACCT0017,PER202407,VAT,BILL,77937.58,KES,2024-07-01,FROZEN
FT0000389,ACCT0017,PER202407,VAT,PAY,-83225.49,KES,2024-07-15,FROZEN
FT0000390,ACCT0017,PER202403,VAT,BILL,465583.6,KES,2024-03-01,FROZEN
FT0000391,ACCT0017,PER202403,VAT,PAY,-343541.28,KES,2024-03-24,FROZEN
FT0000392,ACCT0017,PER202311,VAT,BILL,190581.77,KES,2023-11-01,FROZEN
FT0000393,ACCT0017,PER202311,VAT,PAY,-201729.95,KES,2023-12-16,FROZEN
FT0000394,ACCT0017,PER202409,VAT,BILL,73111.8,KES,2024-09-01,FROZEN
FT0000395,ACCT0017,PER202409,VAT,PAY,-72955.12,KES,2024-10-15,FROZEN
FT0000396,ACCT0017,PER202308,VAT,BILL,237209.51,KES,2023-08-01,FROZEN
FT0000397,ACCT0017,PER202308,VAT,PAY,-247531.56,KES,2023-08-02,FROZEN
FT0000398,ACCT0017,PER202406,VAT,BILL,276658.1,KES,2024-06-01,FROZEN
FT0000399,ACCT0017,PER202312,VAT,BILL,147610.28,KES,2023-12-01,FROZEN
FT0000400,ACCT0017,PER202312,VAT,PAY,-78034.13,KES,2023-12-27,FROZEN
FT0000401,ACCT0017,PER202303,VAT,BILL,36089.54,KES,2023-03-01,FROZEN
FT0000402,ACCT0018,PER202409,VAT,BILL,487453.97,KES,2024-09-01,FROZEN
FT0000403,ACCT0018,PER202409,VAT,PAY,-397584.84,KES,2024-10-03,FROZEN
FT0000404,ACCT0018,PER202304,VAT,BILL,15065.48,KES,2023-04-01,FROZEN
FT0000405,ACCT0018,PER202304,VAT,PEN,1336.13,KES,2023-05-21,FROZEN
FT0000406,ACCT0018,PER202210,VAT,BILL,374921.71,KES,2022-10-01,FROZEN
FT0000407,ACCT0018,PER202210,VAT,PAY,-202658.58,KES,2022-10-16,FROZEN
FT0000408,ACCT0018,PER202307,VAT,BILL,386893.18,KES,2023-07-01,FROZEN
FT0000409,ACCT0018,PER202307,VAT,ADJ,3560.48,KES,2023-07-31,FROZEN
FT0000410,ACCT0018,PER202404,VAT,BILL,407686.89,KES,2024-04-01,FROZEN
FT0000411,ACCT0018,PER202404,VAT,PAY,-394431.18,KES,2024-04-30,FROZEN
FT0000412,ACCT0018,PER202201,VAT,BILL,95227.61,KES,2022-01-01,FROZEN
FT0000413,ACCT0018,PER202201,VAT,PAY,-88526.16,KES,2022-01-30,FROZEN
FT0000414,ACCT0018,PER202201,VAT,PEN,6681.08,KES,2022-02-21,FROZEN
FT0000415,ACCT0018,PER202308,VAT,BILL,443466.24,KES,2023-08-01,FROZEN
FT0000416,ACCT0018,PER202308,VAT,PAY,-304238.03,KES,2023-08-26,FROZEN
FT0000417,ACCT0018,PER202212,VAT,BILL,130390.31,KES,2022-12-01,FROZEN
FT0000418,ACCT0018,PER202212,VAT,PEN,11174.11,KES,2023-01-21,FROZEN
FT0000419,ACCT0018,PER202208,VAT,BILL,433570.15,KES,2022-08-01,FROZEN
FT0000420,ACCT0018,PER202208,VAT,PAY,-249166.26,KES,2022-08-24,FROZEN
FT0000421,ACCT0018,PER202412,VAT,BILL,222669.63,KES,2024-12-01,FROZEN
FT0000422,ACCT0018,PER202302,VAT,BILL,347573.9,KES,2023-02-01,FROZEN
FT0000423,ACCT0018,PER202302,VAT,PAY,-340057.45,KES,2023-02-18,FROZEN
FT0000424,ACCT0018,PER202206,VAT,BILL,44068.87,KES,2022-06-01,FROZEN
FT0000425,ACCT0018,PER202206,VAT,PAY,-43778.23,KES,2022-07-05,FROZEN
FT0000426,ACCT0018,PER202310,VAT,BILL,167320.35,KES,2023-10-01,FROZEN
FT0000427,ACCT0018,PER202310,VAT,PAY,-128426.64,KES,2023-11-15,FROZEN
FT0000428,ACCT0018,PER202312,VAT,BILL,179015.76,KES,2023-12-01,FROZEN
FT0000429,ACCT0018,PER202312,VAT,PAY,-182958.1,KES,2023-12-23,FROZEN
FT0000430,ACCT0018,PER202203,VAT,BILL,321537.31,KES,2022-03-01,FROZEN
FT0000431,ACCT0018,PER202203,VAT,PEN,37657.93,KES,2022-04-21,FROZEN
FT0000432,ACCT0018,PER202305,VAT,BILL,258977.58,KES,2023-05-01,FROZEN
FT0000433,ACCT0018,PER202305,VAT,PEN,13755.35,KES,2023-06-21,FROZEN
FT0000434,ACCT0019,PER202405,PAYE,BILL,474667.65,KES,2024-05-01,FROZEN
FT0000435,ACCT0019,PER202405,PAYE,PAY,-454660.73,KES,2024-06-06,FROZEN
FT0000436,ACCT0019,PER202405,PAYE,PEN,41151.31,KES,2024-06-21,FROZEN
FT0000437,ACCT0019,PER202203,PAYE,BILL,142951.43,KES,2022-03-01,FROZEN
FT0000438,ACCT0019,PER202203,PAYE,PEN,9807.15,KES,2022-04-21,FROZEN
FT0000439,ACCT0019,PER202209,PAYE,BILL,457203.54,KES,2022-09-01,FROZEN
FT0000440,ACCT0019,PER202209,PAYE,PAY,-441191.67,KES,2022-10-16,FROZEN
FT0000441,ACCT0019,PER202205,PAYE,BILL,146360.55,KES,2022-05-01,FROZEN
FT0000442,ACCT0019,PER202304,PAYE,BILL,427149.01,KES,2023-04-01,FROZEN
FT0000443,ACCT0019,PER202304,PAYE,PAY,-443896.42,KES,2023-04-29,FROZEN
FT0000444,ACCT0019,PER202401,PAYE,BILL,483942.81,KES,2024-01-01,FROZEN
FT0000445,ACCT0019,PER202309,PAYE,BILL,277248.59,KES,2023-09-01,FROZEN
FT0000446,ACCT0019,PER202309,PAYE,PAY,-188521.83,KES,2023-09-11,FROZEN
FT0000447,ACCT0019,PER202212,PAYE,BILL,320661.51,KES,2022-12-01,FROZEN
FT0000448,ACCT0019,PER202412,PAYE,BILL,104485.28,KES,2024-12-01,FROZEN
FT0000449,ACCT0019,PER202412,PAYE,PAY,-101792.05,KES,2024-12-02,FROZEN
FT0000450,ACCT0019,PER202301,PAYE,BILL,236365.89,KES,2023-01-01,FROZEN
FT0000451,ACCT0019,PER202301,PAYE,PEN,32718.86,KES,2023-02-21,FROZEN
FT0000452,ACCT0019,PER202301,PAYE,ADJ,-4814.3,KES,2023-01-31,FROZEN
FT0000453,ACCT0019,PER202307,PAYE,BILL,359882.13,KES,2023-07-01,FROZEN
FT0000454,ACCT0019,PER202307,PAYE,PAY,-268643.76,KES,2023-07-27,FROZEN
FT0000455,ACCT0019,PER202307,PAYE,ADJ,34000.2,KES,2023-07-31,FROZEN
FT0000456,ACCT0019,PER202202,PAYE,BILL,322957.6,KES,2022-02-01,FROZEN
FT0000457,ACCT0019,PER202202,PAYE,PAY,-293266.62,KES,2022-02-23,FROZEN
FT0000458,ACCT0019,PER202202,PAYE,PEN,42922.8,KES,2022-03-21,FROZEN
FT0000459,ACCT0019,PER202308,PAYE,BILL,295954.07,KES,2023-08-01,FROZEN
FT0000460,ACCT0019,PER202308,PAYE,PEN,29680.16,KES,2023-09-21,FROZEN
FT0000461,ACCT0019,PER202409,PAYE,BILL,416538.45,KES,2024-09-01,FROZEN
FT0000462,ACCT0019,PER202409,PAYE,PAY,-284276.96,KES,2024-09-11,FROZEN
FT0000463,ACCT0019,PER202310,PAYE,BILL,176281.43,KES,2023-10-01,FROZEN
FT0000464,ACCT0019,PER202303,PAYE,BILL,129049.63,KES,2023-03-01,FROZEN
FT0000465,ACCT0019,PER202303,PAYE,PAY,-107176.34,KES,2023-03-09,FROZEN
FT0000466,ACCT0020,PER202409,VAT,BILL,283990.93,KES,2024-09-01,FROZEN
FT0000467,ACCT0020,PER202409,VAT,PEN,15490.62,KES,2024-10-21,FROZEN
FT0000468,ACCT0020,PER202211,VAT,BILL,290501.76,KES,2022-11-01,FROZEN
FT0000469,ACCT0020,PER202211,VAT,PAY,-278932.64,KES,2022-11-27,FROZEN
FT0000470,ACCT0020,PER202211,VAT,ADJ,22600.86,KES,2022-11-30,FROZEN
FT0000471,ACCT0020,PER202210,VAT,BILL,275060.85,KES,2022-10-01,FROZEN
FT0000472,ACCT0020,PER202210,VAT,PAY,-187386.98,KES,2022-10-16,FROZEN
FT0000473,ACCT0020,PER202411,VAT,BILL,152229.77,KES,2024-11-01,FROZEN
FT0000474,ACCT0020,PER202411,VAT,PAY,-81587.21,KES,2024-11-29,FROZEN
FT0000475,ACCT0020,PER202310,VAT,BILL,173395.32,KES,2023-10-01,FROZEN
FT0000476,ACCT0020,PER202310,VAT,PAY,-176324.15,KES,2023-10-21,FROZEN
FT0000477,ACCT0020,PER202403,VAT,BILL,487810.19,KES,2024-03-01,FROZEN
FT0000478,ACCT0020,PER202403,VAT,PAY,-352357.07,KES,2024-04-05,FROZEN
FT0000479,ACCT0020,PER202403,VAT,PEN,36182.73,KES,2024-04-21,FROZEN
FT0000480,ACCT0020,PER202406,VAT,BILL,227550.03,KES,2024-06-01,FROZEN
FT0000481,ACCT0020,PER202406,VAT,PAY,-120684.16,KES,2024-06-25,FROZEN
FT0000482,ACCT0021,PER202309,CIT,BILL,440142.45,KES,2023-09-01,FROZEN
FT0000483,ACCT0021,PER202309,CIT,PAY,-243851.88,KES,2023-09-26,FROZEN
FT0000484,ACCT0021,PER202412,CIT,BILL,111496.49,KES,2024-12-01,FROZEN
FT0000485,ACCT0021,PER202412,CIT,PAY,-59129.29,KES,2025-01-01,FROZEN
FT0000486,ACCT0021,PER202301,CIT,BILL,337897.7,KES,2023-01-01,FROZEN
FT0000487,ACCT0021,PER202301,CIT,PAY,-170606.73,KES,2023-01-07,FROZEN
FT0000488,ACCT0021,PER202211,CIT,BILL,365116.49,KES,2022-11-01,FROZEN
FT0000489,ACCT0021,PER202408,CIT,BILL,287289.41,KES,2024-08-01,FROZEN
FT0000490,ACCT0021,PER202408,CIT,PAY,-239005.76,KES,2024-08-05,FROZEN
FT0000491,ACCT0021,PER202305,CIT,BILL,277179.26,KES,2023-05-01,FROZEN
FT0000492,ACCT0021,PER202303,CIT,BILL,68688.38,KES,2023-03-01,FROZEN
FT0000493,ACCT0021,PER202303,CIT,PAY,-49724.82,KES,2023-03-22,FROZEN
FT0000494,ACCT0021,PER202304,CIT,BILL,76412.34,KES,2023-04-01,FROZEN
FT0000495,ACCT0021,PER202304,CIT,PAY,-56608.73,KES,2023-04-03,FROZEN
FT0000496,ACCT0021,PER202304,CIT,PEN,4867.74,KES,2023-05-21,FROZEN
FT0000497,ACCT0022,PER202410,CIT,BILL,422087.95,KES,2024-10-01,FROZEN
FT0000498,ACCT0022,PER202410,CIT,PAY,-339522.9,KES,2024-11-02,FROZEN
FT0000499,ACCT0022,PER202406,CIT,BILL,153396.33,KES,2024-06-01,FROZEN
FT0000500,ACCT0022,PER202210,CIT,BILL,490049.53,KES,2022-10-01,FROZEN
FT0000501,ACCT0022,PER202210,CIT,PAY,-479294.36,KES,2022-11-16,FROZEN
FT0000502,ACCT0022,PER202409,CIT,BILL,300470.26,KES,2024-09-01,FROZEN
FT0000503,ACCT0022,PER202409,CIT,PAY,-268426.48,KES,2024-10-20,FROZEN
FT0000504,ACCT0022,PER202209,CIT,BILL,30420.81,KES,2022-09-01,FROZEN
FT0000505,ACCT0022,PER202209,CIT,PAY,-24778.95,KES,2022-10-17,FROZEN
FT0000506,ACCT0022,PER202211,CIT,BILL,78148.98,KES,2022-11-01,FROZEN
FT0000507,ACCT0022,PER202211,CIT,PAY,-40554.81,KES,2022-12-15,FROZEN
FT0000508,ACCT0022,PER202211,CIT,PEN,4055.44,KES,2022-12-21,FROZEN
FT0000509,ACCT0022,PER202411,CIT,BILL,79958.47,KES,2024-11-01,FROZEN
FT0000510,ACCT0022,PER202411,CIT,PAY,-59667.12,KES,2024-12-20,FROZEN
FT0000511,ACCT0022,PER202308,CIT,BILL,424946.61,KES,2023-08-01,FROZEN
FT0000512,ACCT0022,PER202407,CIT,BILL,282638.95,KES,2024-07-01,FROZEN
FT0000513,ACCT0022,PER202206,CIT,BILL,478559.32,KES,2022-06-01,FROZEN
FT0000514,ACCT0022,PER202206,CIT,PAY,-392359.42,KES,2022-07-05,FROZEN
FT0000515,ACCT0022,PER202301,CIT,BILL,361857.66,KES,2023-01-01,FROZEN
FT0000516,ACCT0022,PER202301,CIT,PAY,-331457.27,KES,2023-02-09,FROZEN
FT0000517,ACCT0022,PER202405,CIT,BILL,143108.17,KES,2024-05-01,FROZEN
FT0000518,ACCT0022,PER202405,CIT,PAY,-152394.65,KES,2024-05-20,FROZEN
FT0000519,ACCT0022,PER202312,CIT,BILL,346668.76,KES,2023-12-01,FROZEN
FT0000520,ACCT0022,PER202312,CIT,PAY,-273134.09,KES,2024-01-05,FROZEN
FT0000521,ACCT0023,PER202307,VAT,BILL,25822.91,KES,2023-07-01,FROZEN
FT0000522,ACCT0023,PER202307,VAT,PEN,3677.21,KES,2023-08-21,FROZEN
FT0000523,ACCT0023,PER202208,VAT,BILL,374932.56,KES,2022-08-01,FROZEN
FT0000524,ACCT0023,PER202208,VAT,PAY,-373721.91,KES,2022-08-18,FROZEN
FT0000525,ACCT0023,PER202401,VAT,BILL,72950.11,KES,2024-01-01,FROZEN
FT0000526,ACCT0023,PER202401,VAT,PAY,-62160.66,KES,2024-01-16,FROZEN
FT0000527,ACCT0023,PER202401,VAT,PEN,10250.83,KES,2024-02-21,FROZEN
FT0000528,ACCT0023,PER202402,VAT,BILL,120254.1,KES,2024-02-01,FROZEN
FT0000529,ACCT0023,PER202402,VAT,PAY,-83958.55,KES,2024-03-02,FROZEN
FT0000530,ACCT0023,PER202402,VAT,PEN,15281.48,KES,2024-03-21,FROZEN
FT0000531,ACCT0023,PER202402,VAT,ADJ,1211.02,KES,2024-02-29,FROZEN
FT0000532,ACCT0023,PER202311,VAT,BILL,464904.34,KES,2023-11-01,FROZEN
FT0000533,ACCT0023,PER202311,VAT,PAY,-493272.46,KES,2023-12-01,FROZEN
FT0000534,ACCT0023,PER202407,VAT,BILL,482137.45,KES,2024-07-01,FROZEN
FT0000535,ACCT0023,PER202407,VAT,PAY,-427915.67,KES,2024-08-19,FROZEN
FT0000536,ACCT0023,PER202407,VAT,PEN,51787.99,KES,2024-08-21,FROZEN
FT0000537,ACCT0023,PER202410,VAT,BILL,362943.25,KES,2024-10-01,FROZEN
FT0000538,ACCT0023,PER202409,VAT,BILL,441711.26,KES,2024-09-01,FROZEN
FT0000539,ACCT0023,PER202409,VAT,PAY,-464583.46,KES,2024-09-26,FROZEN
FT0000540,ACCT0023,PER202205,VAT,BILL,375756.58,KES,2022-05-01,FROZEN
FT0000541,ACCT0023,PER202205,VAT,ADJ,-15151.09,KES,2022-05-31,FROZEN
FT0000542,ACCT0023,PER202210,VAT,BILL,303377.57,KES,2022-10-01,FROZEN
FT0000543,ACCT0024,PER202411,CIT,BILL,11971.68,KES,2024-11-01,FROZEN
FT0000544,ACCT0024,PER202411,CIT,PAY,-8105.0,KES,2024-12-14,FROZEN
FT0000545,ACCT0024,PER202410,CIT,BILL,428792.52,KES,2024-10-01,FROZEN
FT0000546,ACCT0024,PER202408,CIT,BILL,47935.2,KES,2024-08-01,FROZEN
FT0000547,ACCT0024,PER202408,CIT,PAY,-29282.11,KES,2024-08-09,FROZEN
FT0000548,ACCT0024,PER202209,CIT,BILL,8380.91,KES,2022-09-01,FROZEN
FT0000549,ACCT0024,PER202209,CIT,PAY,-6436.89,KES,2022-09-18,FROZEN
FT0000550,ACCT0024,PER202406,CIT,BILL,362826.85,KES,2024-06-01,FROZEN
FT0000551,ACCT0024,PER202406,CIT,PAY,-323717.75,KES,2024-07-15,FROZEN
FT0000552,ACCT0024,PER202409,CIT,BILL,235370.52,KES,2024-09-01,FROZEN
FT0000553,ACCT0024,PER202409,CIT,PAY,-214574.16,KES,2024-10-16,FROZEN
FT0000554,ACCT0024,PER202207,CIT,BILL,321162.11,KES,2022-07-01,FROZEN
FT0000555,ACCT0024,PER202402,CIT,BILL,478893.47,KES,2024-02-01,FROZEN
FT0000556,ACCT0024,PER202402,CIT,PAY,-370178.52,KES,2024-03-10,FROZEN
FT0000557,ACCT0024,PER202204,CIT,BILL,456834.46,KES,2022-04-01,FROZEN
FT0000558,ACCT0024,PER202211,CIT,BILL,382120.51,KES,2022-11-01,FROZEN
FT0000559,ACCT0024,PER202211,CIT,PAY,-327664.01,KES,2022-12-21,FROZEN
FT0000560,ACCT0024,PER202211,CIT,PEN,36177.18,KES,2022-12-21,FROZEN
FT0000561,ACCT0024,PER202206,CIT,BILL,43660.85,KES,2022-06-01,FROZEN
FT0000562,ACCT0024,PER202206,CIT,PAY,-23448.27,KES,2022-07-06,FROZEN
FT0000563,ACCT0024,PER202312,CIT,BILL,270646.78,KES,2023-12-01,FROZEN
FT0000564,ACCT0024,PER202312,CIT,PAY,-274081.72,KES,2023-12-29,FROZEN
FT0000565,ACCT0024,PER202312,CIT,PEN,19091.46,KES,2024-01-21,FROZEN
FT0000566,ACCT0024,PER202303,CIT,BILL,50016.11,KES,2023-03-01,FROZEN
FT0000567,ACCT0024,PER202303,CIT,PAY,-49276.63,KES,2023-03-30,FROZEN
FT0000568,ACCT0024,PER202303,CIT,PEN,4578.6,KES,2023-04-21,FROZEN
FT0000569,ACCT0024,PER202309,CIT,BILL,281604.61,KES,2023-09-01,FROZEN
FT0000570,ACCT0024,PER202309,CIT,PAY,-192871.49,KES,2023-09-02,FROZEN
FT0000571,ACCT0024,PER202407,CIT,BILL,374173.22,KES,2024-07-01,FROZEN
FT0000572,ACCT0024,PER202407,CIT,PAY,-197254.35,KES,2024-07-23,FROZEN
FT0000573,ACCT0024,PER202405,CIT,BILL,34826.54,KES,2024-05-01,FROZEN
FT0000574,ACCT0025,PER202403,VAT,BILL,190944.54,KES,2024-03-01,FROZEN
FT0000575,ACCT0025,PER202403,VAT,PAY,-171291.67,KES,2024-04-04,FROZEN
FT0000576,ACCT0025,PER202403,VAT,PEN,25973.93,KES,2024-04-21,FROZEN
FT0000577,ACCT0025,PER202212,VAT,BILL,496459.15,KES,2022-12-01,FROZEN
FT0000578,ACCT0025,PER202212,VAT,PAY,-286163.15,KES,2022-12-15,FROZEN
FT0000579,ACCT0025,PER202209,VAT,BILL,489352.89,KES,2022-09-01,FROZEN
FT0000580,ACCT0025,PER202209,VAT,PAY,-455810.87,KES,2022-09-28,FROZEN
FT0000581,ACCT0025,PER202412,VAT,BILL,127518.46,KES,2024-12-01,FROZEN
FT0000582,ACCT0025,PER202412,VAT,PAY,-84849.49,KES,2025-01-16,FROZEN
FT0000583,ACCT0025,PER202412,VAT,ADJ,4085.63,KES,2024-12-31,FROZEN
FT0000584,ACCT0025,PER202312,VAT,BILL,309386.99,KES,2023-12-01,FROZEN
FT0000585,ACCT0025,PER202405,VAT,BILL,38309.0,KES,2024-05-01,FROZEN
