payment_id,account_id,ft_id,payment_date,amount,currency_cd,payment_method,reference_no,status
PAY000257,ACCT0031,FT0000710,2024-08-15,4804.3,KES,BANK_TRANSFER,REF656937,MATCHED
PAY000258,ACCT0031,FT0000713,2022-12-30,303715.72,KES,ONLINE,REF410035,MATCHED
PAY000259,ACCT0031,FT0000716,2023-04-26,354221.96,KES,CHEQUE,REF576136,MATCHED
PAY000260,ACCT0031,FT0000718,2022-05-16,418551.83,KES,ONLINE,REF869295,MATCHED
PAY000261,ACCT0031,FT0000720,2023-03-16,204401.43,KES,BANK_TRANSFER,REF749838,MATCHED
PAY000262,ACCT0031,FT0000722,2023-12-09,261516.88,KES,MOBILE_MONEY,REF436272,MATCHED
PAY000263,ACCT0031,FT0000724,2023-11-12,258564.86,KES,ONLINE,REF299092,UNMATCHED
PAY000264,ACCT0032,FT0000727,2023-09-29,187352.11,KES,MOBILE_MONEY,REF742818,MATCHED
PAY000265,ACCT0032,FT0000730,2024-06-04,253812.13,KES,CHEQUE,REF529711,MATCHED
PAY000266,ACCT0032,FT0000733,2023-11-24,238256.28,KES,BANK_TRANSFER,REF200932,MATCHED
PAY000267,ACCT0032,FT0000735,2024-07-28,240586.2,KES,BANK_TRANSFER,REF975763,MATCHED
PAY000268,ACCT0032,FT0000739,2023-05-20,448724.91,KES,MOBILE_MONEY,REF132792,MATCHED
PAY000269,ACCT0033,FT0000741,2023-12-03,413051.09,KES,BANK_TRANSFER,REF608947,MATCHED
PAY000270,ACCT0033,FT0000747,2023-02-27,163510.4,KES,BANK_TRANSFER,REF133362,UNMATCHED
PAY000271,ACCT0033,FT0000750,2024-04-14,366272.09,KES,ONLINE,REF651363,MATCHED
PAY000272,ACCT0033,FT0000752,2022-08-19,238393.27,KES,BANK_TRANSFER,REF484150,MATCHED
PAY000273,ACCT0033,FT0000755,2024-03-06,322458.88,KES,BANK_TRANSFER,REF113721,MATCHED
PAY000274,ACCT0033,FT0000757,2022-02-19,286713.82,KES,ONLINE,REF972496,MATCHED
PAY000275,ACCT0033,FT0000759,2023-08-13,201449.21,KES,ONLINE,REF939930,MATCHED
PAY000276,ACCT0033,FT0000762,2022-12-11,443336.67,KES,CHEQUE,REF685126,UNMATCHED
PAY000277,ACCT0033,FT0000765,2023-07-12,60895.95,KES,CHEQUE,REF932831,MATCHED
PAY000278,ACCT0033,FT0000767,2024-09-06,314377.47,KES,CHEQUE,REF654718,MATCHED
PAY000279,ACCT0033,FT0000769,2023-09-14,59403.11,KES,BANK_TRANSFER,REF974991,MATCHED
PAY000280,ACCT0033,FT0000771,2024-01-05,31492.82,KES,BANK_TRANSFER,REF326387,MATCHED
PAY000281,ACCT0033,FT0000774,2022-06-28,9503.62,KES,BANK_TRANSFER,REF860397,MATCHED
PAY000282,ACCT0033,FT0000776,2024-10-07,116385.04,KES,ONLINE,REF298663,MATCHED
PAY000283,ACCT0034,FT0000779,2022-09-06,212132.45,KES,MOBILE_MONEY,REF697717,MATCHED
PAY000284,ACCT0034,FT0000782,2022-05-16,351678.79,KES,ONLINE,REF882351,MATCHED
PAY000285,ACCT0034,FT0000785,2023-09-02,268252.55,KES,CHEQUE,REF807256,UNMATCHED
PAY000286,ACCT0034,FT0000789,2022-06-01,67465.32,KES,ONLINE,REF209159,MATCHED
PAY000287,ACCT0035,FT0000791,2024-01-03,8716.77,KES,MOBILE_MONEY,REF676680,UNMATCHED
PAY000288,ACCT0035,FT0000793,2024-04-19,187368.45,KES,CHEQUE,REF789472,MATCHED
PAY000289,ACCT0035,FT0000795,2023-12-18,39830.51,KES,ONLINE,REF469438,MATCHED
PAY000290,ACCT0035,FT0000798,2023-01-07,339174.9,KES,CHEQUE,REF985893,MATCHED
PAY000291,ACCT0035,FT0000800,2024-08-16,314480.95,KES,ONLINE,REF901305,UNMATCHED
PAY000292,ACCT0035,FT0000805,2024-12-09,167881.22,KES,CHEQUE,REF737967,MATCHED
PAY000293,ACCT0035,FT0000807,2022-04-16,462341.69,KES,MOBILE_MONEY,REF493282,MATCHED
PAY000294,ACCT0036,FT0000811,2022-09-17,254809.78,KES,CHEQUE,REF574379,UNMATCHED
PAY000295,ACCT0036,FT0000814,2022-02-10,91991.91,KES,ONLINE,REF100205,MATCHED
PAY000296,ACCT0036,FT0000818,2023-10-16,227505.35,KES,CHEQUE,REF724702,MATCHED
PAY000297,ACCT0036,FT0000820,2024-05-03,100789.54,KES,MOBILE_MONEY,REF416503,MATCHED
PAY000298,ACCT0036,FT0000823,2022-09-30,192772.51,KES,CHEQUE,REF332665,MATCHED
PAY000299,ACCT0036,FT0000825,2023-05-24,122915.22,KES,CHEQUE,REF122755,MATCHED
PAY000300,ACCT0036,FT0000827,2022-04-07,120983.85,KES,MOBILE_MONEY,REF198867,MATCHED
PAY000301,ACCT0036,FT0000832,2023-08-18,244136.06,KES,ONLINE,REF472932,MATCHED
PAY000302,ACCT0036,FT0000834,2023-09-16,298506.01,KES,MOBILE_MONEY,REF377860,MATCHED
PAY000303,ACCT0036,FT0000836,2024-05-03,324875.44,KES,MOBILE_MONEY,REF344312,MATCHED
PAY000304,ACCT0036,FT0000839,2023-03-26,27280.58,KES,CHEQUE,REF196369,UNMATCHED
PAY000305,ACCT0036,FT0000842,2024-06-21,316667.71,KES,MOBILE_MONEY,REF869933,MATCHED
PAY000306,ACCT0036,FT0000844,2022-12-15,321618.29,KES,CHEQUE,REF931420,UNMATCHED
PAY000307,ACCT0037,FT0000849,2022-10-21,222562.78,KES,MOBILE_MONEY,REF611994,MATCHED
PAY000308,ACCT0037,FT0000852,2024-12-12,136635.98,KES,CHEQUE,REF139186,UNMATCHED
PAY000309,ACCT0037,FT0000855,2022-12-21,291691.99,KES,BANK_TRANSFER,REF918017,MATCHED
PAY000310,ACCT0037,FT0000858,2024-05-24,488522.82,KES,CHEQUE,REF464831,UNMATCHED
PAY000311,ACCT0037,FT0000860,2023-03-05,48950.79,KES,ONLINE,REF226395,MATCHED
PAY000312,ACCT0037,FT0000863,2024-09-22,234162.45,KES,BANK_TRANSFER,REF764678,UNMATCHED
PAY000313,ACCT0037,FT0000868,2022-04-18,225923.85,KES,BANK_TRANSFER,REF419588,MATCHED
PAY000314,ACCT0037,FT0000870,2023-06-19,14342.43,KES,CHEQUE,REF666157,MATCHED
PAY000315,ACCT0037,FT0000872,2022-12-27,176701.62,KES,CHEQUE,REF626806,MATCHED
PAY000316,ACCT0037,FT0000876,2024-11-01,324110.52,KES,MOBILE_MONEY,REF152973,UNMATCHED
PAY000317,ACCT0037,FT0000878,2024-08-08,84664.73,KES,ONLINE,REF889410,MATCHED
PAY000318,ACCT0037,FT0000880,2024-12-04,427430.51,KES,MOBILE_MONEY,REF552917,MATCHED
PAY000319,ACCT0038,FT0000883,2022-07-12,401120.7,KES,ONLINE,REF255202,MATCHED
PAY000320,ACCT0038,FT0000888,2024-11-21,174065.95,KES,CHEQUE,REF186554,UNMATCHED
PAY000321,ACCT0038,FT0000890,2023-06-15,87546.02,KES,BANK_TRANSFER,REF674779,UNMATCHED
PAY000322,ACCT0038,FT0000893,2024-08-22,166478.53,KES,CHEQUE,REF189211,UNMATCHED
PAY000323,ACCT0038,FT0000895,2024-04-07,217020.76,KES,ONLINE,REF911414,MATCHED
PAY000324,ACCT0038,FT0000897,2024-02-05,43068.23,KES,MOBILE_MONEY,REF604283,MATCHED
PAY000325,ACCT0038,FT0000899,2023-12-09,136770.15,KES,ONLINE,REF514521,MATCHED
PAY000326,ACCT0039,FT0000901,2024-09-14,324124.15,KES,MOBILE_MONEY,REF354085,MATCHED
PAY000327,ACCT0039,FT0000905,2023-01-01,406175.51,KES,CHEQUE,REF914504,UNMATCHED
PAY000328,ACCT0039,FT0000908,2023-11-06,506601.95,KES,CHEQUE,REF817999,MATCHED
PAY000329,ACCT0039,FT0000910,2023-03-14,185500.72,KES,BANK_TRANSFER,REF804378,UNMATCHED
PAY000330,ACCT0039,FT0000913,2023-11-16,42779.66,KES,ONLINE,REF483010,MATCHED
PAY000331,ACCT0039,FT0000917,2022-06-03,114273.8,KES,MOBILE_MONEY,REF436318,MATCHED
PAY000332,ACCT0039,FT0000919,2023-01-25,286625.85,KES,BANK_TRANSFER,REF907069,MATCHED
PAY000333,ACCT0039,FT0000922,2022-10-31,533722.46,KES,MOBILE_MONEY,REF466704,UNMATCHED
PAY000334,ACCT0039,FT0000924,2023-12-04,249868.47,KES,MOBILE_MONEY,REF561859,MATCHED
PAY000335,ACCT0040,FT0000928,2024-11-06,46801.98,KES,MOBILE_MONEY,REF309385,MATCHED
PAY000336,ACCT0040,FT0000930,2023-05-17,408044.99,KES,MOBILE_MONEY,REF894541,MATCHED
PAY000337,ACCT0040,FT0000933,2023-07-17,340231.8,KES,BANK_TRANSFER,REF875507,MATCHED
PAY000338,ACCT0040,FT0000935,2023-09-14,247703.34,KES,MOBILE_MONEY,REF751168,MATCHED
PAY000339,ACCT0040,FT0000940,2022-03-03,446698.47,KES,CHEQUE,REF114400,MATCHED
PAY000340,ACCT0040,FT0000942,2023-02-03,360436.64,KES,BANK_TRANSFER,REF419939,UNMATCHED
PAY000341,ACCT0040,FT0000944,2024-09-12,297779.32,KES,ONLINE,REF123853,MATCHED
PAY000342,ACCT0040,FT0000946,2023-06-06,57756.5,KES,MOBILE_MONEY,REF875959,MATCHED
PAY000343,ACCT0040,FT0000948,2023-04-17,498880.08,KES,MOBILE_MONEY,REF672967,MATCHED
PAY000344,ACCT0040,FT0000950,2022-06-05,337392.26,KES,ONLINE,REF753306,MATCHED
PAY000345,ACCT0040,FT0000953,2022-12-10,197399.27,KES,BANK_TRANSFER,REF494900,MATCHED
PAY000346,ACCT0040,FT0000955,2022-02-19,271882.93,KES,CHEQUE,REF278593,MATCHED
PAY000347,ACCT0040,FT0000958,2023-03-04,127876.65,KES,CHEQUE,REF310445,MATCHED
PAY000348,ACCT0041,FT0000960,2023-06-18,160203.89,KES,BANK_TRANSFER,REF587546,MATCHED
PAY000349,ACCT0041,FT0000963,2024-03-16,123230.29,KES,BANK_TRANSFER,REF507523,MATCHED
PAY000350,ACCT0041,FT0000965,2022-11-19,111503.21,KES,CHEQUE,REF213132,MATCHED
PAY000351,ACCT0041,FT0000967,2024-11-14,129478.02,KES,CHEQUE,REF780956,UNMATCHED
PAY000352,ACCT0041,FT0000969,2022-03-04,177325.62,KES,MOBILE_MONEY,REF499194,MATCHED
PAY000353,ACCT0041,FT0000971,2023-02-03,92444.44,KES,CHEQUE,REF608205,MATCHED
PAY000354,ACCT0042,FT0000977,2022-09-06,87336.05,KES,MOBILE_MONEY,REF308535,UNMATCHED
PAY000355,ACCT0042,FT0000979,2022-03-14,71495.34,KES,BANK_TRANSFER,REF141683,MATCHED
PAY000356,ACCT0042,FT0000982,2023-05-12,403006.15,KES,CHEQUE,REF449773,UNMATCHED
PAY000357,ACCT0042,FT0000987,2023-09-09,91810.2,KES,ONLINE,REF880550,MATCHED
PAY000358,ACCT0042,FT0000989,2023-03-24,259740.84,KES,BANK_TRANSFER,REF463625,MATCHED
PAY000359,ACCT0042,FT0000991,2022-06-22,114352.1,KES,CHEQUE,REF755602,MATCHED
PAY000360,ACCT0042,FT0000993,2024-08-11,399795.04,KES,MOBILE_MONEY,REF625600,MATCHED
PAY000361,ACCT0042,FT0000996,2023-07-17,274367.91,KES,BANK_TRANSFER,REF756190,MATCHED
PAY000362,ACCT0042,FT0000999,2023-01-07,427611.61,KES,ONLINE,REF954441,MATCHED
PAY000363,ACCT0043,FT0001002,2024-07-20,208550.16,KES,CHEQUE,REF336540,MATCHED
PAY000364,ACCT0043,FT0001004,2023-11-08,147077.07,KES,CHEQUE,REF511929,MATCHED
PAY000365,ACCT0043,FT0001008,2023-08-04,294971.18,KES,BANK_TRANSFER,REF865344,UNMATCHED
PAY000366,ACCT0043,FT0001010,2022-11-30,542020.0,KES,MOBILE_MONEY,REF537605,MATCHED
PAY000367,ACCT0043,FT0001013,2024-03-21,49141.12,KES,MOBILE_MONEY,REF547180,MATCHED
PAY000368,ACCT0043,FT0001016,2023-11-01,366018.99,KES,CHEQUE,REF570988,MATCHED
PAY000369,ACCT0043,FT0001018,2024-05-28,52319.95,KES,MOBILE_MONEY,REF784167,MATCHED
PAY000370,ACCT0043,FT0001020,2023-06-01,17136.7,KES,MOBILE_MONEY,REF244818,MATCHED
PAY000371,ACCT0043,FT0001022,2022-07-17,134593.63,KES,MOBILE_MONEY,REF550955,MATCHED
PAY000372,ACCT0043,FT0001024,2022-11-07,128103.65,KES,MOBILE_MONEY,REF432918,MATCHED
PAY000373,ACCT0043,FT0001027,2022-05-04,385367.48,KES,BANK_TRANSFER,REF293079,MATCHED
PAY000374,ACCT0043,FT0001029,2023-04-23,518082.47,KES,MOBILE_MONEY,REF862398,MATCHED
PAY000375,ACCT0043,FT0001033,2022-09-08,87935.86,KES,CHEQUE,REF534152,UNMATCHED
PAY000376,ACCT0043,FT0001037,2024-08-25,11080.09,KES,CHEQUE,REF564523,MATCHED
PAY000377,ACCT0044,FT0001043,2022-07-14,172266.25,KES,MOBILE_MONEY,REF916953,MATCHED
PAY000378,ACCT0044,FT0001045,2023-06-08,67005.94,KES,BANK_TRANSFER,REF237935,MATCHED
PAY000379,ACCT0044,FT0001047,2024-12-17,63614.83,KES,BANK_TRANSFER,REF899484,MATCHED
PAY000380,ACCT0044,FT0001049,2024-07-17,351927.47,KES,MOBILE_MONEY,REF725329,MATCHED
PAY000381,ACCT0044,FT0001052,2023-11-21,24058.03,KES,MOBILE_MONEY,REF820767,MATCHED
PAY000382,ACCT0045,FT0001056,2023-12-01,352068.68,KES,CHEQUE,REF183336,UNMATCHED
PAY000383,ACCT0045,FT0001058,2024-05-04,366594.6,KES,MOBILE_MONEY,REF626725,UNMATCHED
PAY000384,ACCT0045,FT0001061,2022-07-10,214678.83,KES,CHEQUE,REF292913,UNMATCHED
PAY000385,ACCT0045,FT0001064,2023-12-08,512287.79,KES,ONLINE,REF596864,MATCHED
PAY000386,ACCT0045,FT0001066,2024-04-13,18445.26,KES,MOBILE_MONEY,REF302647,MATCHED
PAY000387,ACCT0045,FT0001068,2022-11-22,389952.42,KES,BANK_TRANSFER,REF528436,MATCHED
PAY000388,ACCT0045,FT0001070,2024-10-01,291119.76,KES,CHEQUE,REF533108,MATCHED
PAY000389,ACCT0045,FT0001073,2023-01-31,19019.08,KES,MOBILE_MONEY,REF894586,MATCHED
PAY000390,ACCT0045,FT0001075,2024-07-18,27108.05,KES,BANK_TRANSFER,REF285679,UNMATCHED
PAY000391,ACCT0046,FT0001078,2023-04-03,277452.67,KES,ONLINE,REF821276,MATCHED
PAY000392,ACCT0046,FT0001081,2022-07-03,207613.71,KES,ONLINE,REF358771,UNMATCHED
PAY000393,ACCT0046,FT0001083,2024-06-15,229711.88,KES,ONLINE,REF913920,MATCHED
PAY000394,ACCT0046,FT0001085,2024-05-24,357928.16,KES,ONLINE,REF855185,MATCHED
PAY000395,ACCT0046,FT0001087,2024-10-11,268437.94,KES,ONLINE,REF741209,MATCHED
PAY000396,ACCT0046,FT0001093,2025-01-20,360369.7,KES,BANK_TRANSFER,REF573546,UNMATCHED
PAY000397,ACCT0046,FT0001096,2023-03-08,25307.95,KES,BANK_TRANSFER,REF357657,UNMATCHED
PAY000398,ACCT0047,FT0001103,2022-07-19,412260.43,KES,BANK_TRANSFER,REF684791,UNMATCHED
PAY000399,ACCT0047,FT0001107,2024-09-19,278203.75,KES,BANK_TRANSFER,REF299072,MATCHED
PAY000400,ACCT0047,FT0001110,2023-03-21,253349.71,KES,ONLINE,REF517375,MATCHED
PAY000401,ACCT0047,FT0001112,2023-09-17,215739.36,KES,CHEQUE,REF583757,MATCHED
PAY000402,ACCT0047,FT0001114,2023-11-07,223042.06,KES,ONLINE,REF408721,MATCHED
PAY000403,ACCT0048,FT0001120,2023-08-21,274509.31,KES,MOBILE_MONEY,REF586097,UNMATCHED
PAY000404,ACCT0048,FT0001122,2023-06-20,21189.58,KES,BANK_TRANSFER,REF857750,MATCHED
PAY000405,ACCT0048,FT0001124,2022-11-09,181120.03,KES,MOBILE_MONEY,REF916558,MATCHED
PAY000406,ACCT0048,FT0001126,2024-04-15,197459.88,KES,ONLINE,REF533648,MATCHED
PAY000407,ACCT0048,FT0001128,2022-02-13,266118.99,KES,ONLINE,REF126122,MATCHED
PAY000408,ACCT0048,FT0001130,2023-12-03,207216.36,KES,ONLINE,REF718990,MATCHED
PAY000409,ACCT0048,FT0001133,2024-02-01,136831.83,KES,ONLINE,REF194560,MATCHED
PAY000410,ACCT0049,FT0001135,2022-04-03,256421.14,KES,CHEQUE,REF825318,MATCHED
PAY000411,ACCT0049,FT0001137,2022-11-04,29043.42,KES,BANK_TRANSFER,REF195620,MATCHED
PAY000412,ACCT0049,FT0001139,2023-09-19,308995.44,KES,ONLINE,REF764873,MATCHED
PAY000413,ACCT0049,FT0001142,2023-09-11,7181.2,KES,BANK_TRANSFER,REF649262,UNMATCHED
PAY000414,ACCT0049,FT0001144,2023-05-21,332190.18,KES,MOBILE_MONEY,REF497073,UNMATCHED
PAY000415,ACCT0049,FT0001146,2024-03-21,285167.03,KES,BANK_TRANSFER,REF905579,MATCHED
PAY000416,ACCT0049,FT0001148,2023-07-13,234340.14,KES,CHEQUE,REF692960,MATCHED
PAY000417,ACCT0050,FT0001153,2024-12-17,128782.91,KES,MOBILE_MONEY,REF251631,MATCHED
PAY000418,ACCT0050,FT0001155,2022-01-08,150556.77,KES,BANK_TRANSFER,REF539963,MATCHED
PAY000419,ACCT0050,FT0001161,2023-09-09,272314.32,KES,CHEQUE,REF865630,UNMATCHED
PAY000420,ACCT0050,FT0001163,2024-01-20,374609.87,KES,CHEQUE,REF756883,MATCHED
PAY000421,ACCT0050,FT0001166,2024-07-01,160126.39,KES,BANK_TRANSFER,REF237962,MATCHED
PAY000422,ACCT0050,FT0001168,2024-09-17,172800.47,KES,BANK_TRANSFER,REF752801,MATCHED
PAY000423,ACCT0050,FT0001170,2022-04-11,168987.28,KES,BANK_TRANSFER,REF580921,UNMATCHED
PAY000424,ACCT0050,FT0001173,2024-04-04,51883.24,KES,ONLINE,REF669902,MATCHED
PAY000425,ACCT0050,FT0001175,2023-06-19,412563.47,KES,ONLINE,REF349433,MATCHED
PAY000426,ACCT0050,FT0001177,2024-02-23,110007.14,KES,ONLINE,REF575779,UNMATCHED
PAY000427,ACCT0050,FT0001181,2022-04-06,263731.73,KES,ONLINE,REF183262,MATCHED
PAY000428,ACCT0050,FT0001183,2024-10-21,329886.77,KES,MOBILE_MONEY,REF673929,MATCHED
